OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
AALA202212076336,12/5/2022 0:00:00,12/7/2022 13:00:13,AALA,AALA,A,SW,23,A,5250,O,,,O,,,,NR,9,927NN,BOEING,737823,31171.0,28354.0,12012.0,,,,,,,,,,,,DOOR,,,LACK OF LUBE,COCKPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FLIGHT DECK DOOR (02 DEC) VERY DIFFICULT TO CLOSE CHECK WITH LOCKING DEVICE ENGAGED. LUBED AND INSPECTED FLIGHT DECK DOOR CHECKS GOOD AS PER AMM 52-51-01.
AALA202210197938,9/22/2022 0:00:00,10/25/2022 10:56:59,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,855NN,BOEING,737823,40582.0,36038.0,14902.0,,,,,,,,,,,BOEING,WEB,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,986,,,,,,,,,,32,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: AFT WET CORROSION ON WEB FORWARD OF RIGHT OUTBOARD GALLEY MOUNT STA 986 AND RIGHT BUTT LINE 32. REMOVED AND REPLACED WEB PER AARD 51-00-05.
AALA202210199304,10/16/2022 0:00:00,10/25/2022 10:56:58,AALA,AALA,A,SW,23,A,5345,O,,,K,,,,IN,V,855NN,BOEING,737823,40582.0,36038.0,14902.0,,,,,,,,,,,BOEING,ATTACH FITTING,415N400240,,CORRODED,BS 986 LBL 12,,,,,,,,,,,,,,,986,,,,,,,,,,12,L,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: GELLEY 4B LOWER FITTING ASSEMBLY CORRODED AROUND FASTENER HOLES LOCATED AT STA 986 AND LEFT BUTT LINE 12. REMOVED AND REPLACED G4 LOWER ATTACH FITTING PER AARD 51-00-05-1
AALA202210256016,10/21/2022 0:00:00,10/25/2022 12:19:54,AALA,AALA,A,SW,23,A,5511,O,,,K,,,,IN,V,856NN,BOEING,737823,31107.0,35899.0,15031.0,,,,,,,,,,,BOEING,RIB,182A53053,,CRACKED,HORIZONTAL STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,STAB STA 129.5,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER RIB STIFFENER LOCATED AT STABILIZER STA 129.5, SECOND VERTICAL STIFFENER FROM THE FORWARD SPAR. REPLACED RIB PER AARD 55-10-00-2 AND SRM 51-40-02."
AALA202210242574,10/22/2022 0:00:00,10/25/2022 11:02:01,AALA,AALA,A,SW,23,A,2560,O,,,O,,,,NR,9,960NN,BOEING,737823,33330.0,24031.0,9588.0,,,,,,,,,,,,RETAINER,,,LOOSE,GIRT BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FORWARD SERVICE DOOR GIRT BAR CLIP LOOSE. ADJUSTED R1 DOOR SLIDE GIRT BAR CLIP PER AMM 25-66-01.
AALA202210245679,10/20/2022 0:00:00,10/25/2022 11:02:01,AALA,AALA,A,SW,23,A,3350,O,,,K,,,,IN,V,833NN,BOEING,737823,31093.0,36740.0,15186.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,ROW 12 DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: OVERHEAD EMERGENCY LIGHT AT ROW 12DEF INOPERATIVE. **SUPPLEMENTAL REPORT REQUIRED** (OPEN)
AALA202301067729,12/8/2022 0:00:00,1/6/2023 14:40:07,AALA,AALA,A,SW,23,A,5512,O,,,K,,,,IN,V,865NN,BOEING,737823,29554.0,36037.0,15030.0,,,,,,,,,,,BOEING,SKIN,,,CRACKED,HORIZONTAL STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 147.90, 16 INCHES FROM AFT SPAR. REPAIRED SKIN PER SRM 55-10-01-2R-11."
AALA202210285097,10/27/2022 0:00:00,10/28/2022 11:57:00,AALA,AALA,A,SW,23,A,3350,L,,,K,,,,IN,C,930NN,BOEING,737823,33487.0,27260.0,11502.0,,,,,,,,,,,,POWER SUPPLY,D71702001,,INOPERATIVE,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: EMERGENCY LIGHTING BATTERY PACK POWER SUPPLY M1670 FAILS OPERATIONAL TEST. INOPERATIVE. REPLACED BATTERY PACK POWER SUPPLY PER AMM 33-51-06-960-806.
AALA202212199922,12/15/2022 0:00:00,12/19/2022 14:34:50,AALA,AALA,A,SW,23,A,2820,J,,,A,,,,NR,O,960AN,BOEING,737823,29542.0,61913.0,25877.0,,,,,,,,,,,,VALVE,MA30A1017,AA212430C,FAULTED,FUEL TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: AIRCRAFT DIVERTED TO ATL DUE TO IMBALANCE MESSAGE/AMBER INDICATION ON FUEL TANK NUMBER 1. EMERGENCY WAS DECLARED AND WAS NOT OVERWEIGHT FOR LANDING. REMOVED AND REPLACED CROSSFEED VALVE PER AMM 28-22-21.
AALA202212293686,12/18/2022 0:00:00,12/29/2022 12:56:55,AALA,AALA,A,SW,23,A,5753,O,,,K,,,,IN,V,934NN,BOEING,737823,33489.0,27381.0,11684.0,,,,,,,,,,,BOEING,SKIN,113A370025,,DELAMINATED,ZONE 500 - LH WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: DELAMINATED OUTBOARD FLAP LOWER SURFACE AT LEFT WING. L= 20.00 INCH, W= 12.00 INCH. PERFORMED INTERIM DOUBLER REPAIR ON OUTBOARD AFT FLAP AT LEFT WING."
AALA202212208353,12/10/2022 0:00:00,12/20/2022 14:19:31,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,865NN,BOEING,737823,29554.0,36037.0,15030.0,,,,,,,,,,,BOEING,SHIELD,,,CORRODED,BS 767-787,,,,,,,,,,,,,,,767,787,,,,,,,,,25,R,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: CORROSION FOUND ON CARGO SHIELD LOCATED BETWEEN STA 767 AND 787 AND RIGHT BUTT LINE 25. REMOVED AND REPLACED AFT CARGO SHIELD PER AARD 51-00-05-1.
AALA202212207260,12/19/2022 0:00:00,12/20/2022 14:54:56,AALA,AALA,A,SW,23,A,3830,O,,,A,,,,CR,O,937AN,BOEING,737823,30082.0,60873.0,25323.0,,,,,,,,,,,ROSEMOUNT,MODULE,1742F8,,FAULTED,TOILET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: ALL LAVATORIES WILL NOT FLUSH. FLIGHT DIVERTED TO CLT LANDING SAFELY. MAINTENANCE REPLACED THE VACUUM WASTE SYSTEM LOGIC CONTROL MODULE PER AMM 38-33-03-400-801 (AALA202212207260) AND WASTE TANK CONTINUOUS LEVEL SENSOR J3 PER AMM 38-33-02-400-801 (AALA202212205147). ACCOMPLISHED SATISFACTORY OPERATIONAL CHECK.
AALA202212213929,12/10/2022 0:00:00,12/21/2022 11:58:29,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,865NN,BOEING,737823,29554.0,36037.0,15030.0,,,,,,,,,,,BOEING,TRANSITION PANEL,146A750231,,CORRODED,BS 727E-727F,,,,,,,,,,,,,,,727E,727F,25,L,,,,,,,,,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT LEFT HAND TRANSITION PANEL LOCATED FROM BS 727E TO BS 727F AT S25L. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.
AALA202210311748,10/29/2022 0:00:00,10/31/2022 13:44:53,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,902AN,BOEING,737823,29504.0,62138.0,25629.0,,,,,,,,,,,BOEING,INTERCOSTAL,141A5690U1,,CORRODED,BS 294-312,,,,,,,,,,,,,,,294.5,312,,,,,,,,,12,L,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON INTERCOSTAL LOCATED BETWEEN BS 294.5 AND BS 312, AT LBL 12. REPLACED INTERCOSTAL PER SRM 53-10-51-1A-1."
AALA202210316435,10/27/2022 0:00:00,10/31/2022 14:37:00,AALA,AALA,A,SW,23,A,2560,O,,,O,,,,NR,O,921AN,BOEING,737823,29522.0,62201.0,25419.0,,,,,,,,,,,,GIRT BAR,,,BINDING,L1 DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: 1L GIRT BAR ENTRY DOOR DIFFICULT TO OPEN. ADJUSTED GIRT BAR, OPERATIONS CHECKS GOOD PER AMM 25-66-01."
AALA202212226600,11/29/2022 0:00:00,12/22/2022 14:06:04,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,902AN,BOEING,737823,29504.0,62138.0,25629.0,,,,,,,,,,,BOEING,TRANSITION PANEL,,,CORRODED,BS 727F-787,,,,,,,,,,,,,,,727I,727G,,,,,,,,,30,R,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: AFT CARGO COMPARTMENT RIGHT FLOOR TRANSITION PANEL HAS AREAS OF CORROSION ON UPPER SURFACE BETWEEN STA 727F AND STA 787 AND RIGHT BUTT LINE 30. CUT OUT CORRODED Z CHANNEL, FABRICATED 2 EACH Z CHANNELS AND 2 EACH SPLICE PLATES AND INSTALLED."
AALA202212231508,12/22/2022 0:00:00,12/23/2022 9:23:56,AALA,AALA,A,SW,23,A,7200,E,J,,A,,,,CR,O,907AN,BOEING,737823,29509.0,67058.0,27474.0,CFMINT,CFM567B242,,,,,,,,,,ENGINE,,,VIBRATION,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: ABNORMAL LEFT ENGINE VIBRATION DURING CRUISE AT FL3500. EMERGENCY DECLARED. FLIGHT DIVERTED TO ICT LANDING SAFELY. (OPEN)
AALA202209273173,9/24/2022 0:00:00,9/27/2022 8:46:21,AALA,AALA,A,SW,23,A,3350,O,,,K,,,,IN,V,327SK,BOEING,737823,44477.0,4915.0,1878.0,,,,,,,,,,,,LENS,,,MISSING,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: LEFT HAND AFT LAVATORY DOORWAY EMERGENCY LIGHT LENS IS MISSING. REMOVED AND REPLACED EMERGENCY LIGHT ASSEMBLY IN ACCORDANCE WITH AMM 33-51-01.
AALA202212276009,12/16/2022 0:00:00,12/27/2022 11:16:55,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,906AN,BOEING,737823,29508.0,61823.0,25203.0,,,,,,,,,,,BOEING,INTERCOSTAL,143A751021,,CORRODED,BS500B-500C S25L,,,,,,,,,,,,,,,500B,500C,25,L,,,,,,,,,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT INTERCOSTAL LOCATED FROM BS 500B TO BS 500C AT S25L. REPLACED INTERCOSTAL PER SRM 51-40-02-0G.
AALA202212279349,12/22/2022 0:00:00,12/27/2022 11:57:45,AALA,AALA,A,SW,23,A,5315,O,,,K,,,,IN,V,906AN,BOEING,737823,29508.0,61823.0,25203.0,,,,,,,,,,,BOEING,FLOORBEAM,6546823U31,,CRACKED,BS 1042,,,,,,,,,,,,,,,1042,,,,,,,,,,30,L,40.0,L,,,1.0,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN AFT PRESSURE BULKHEAD INTERCOSTAL LOCATED AT BS 1042 FROM LBL 30 TO LBL 40. REPLACED INTERCOSTAL PER SRM 51-40-02-0G.
AALA202212279158,12/16/2022 0:00:00,12/27/2022 14:34:58,AALA,AALA,A,SW,23,A,5321,O,,,K,,,,IN,9,906AN,BOEING,737823,29508.0,61823.0,25203.0,,,,,,,,,,,BOEING,FLOOR SKIN,147A5712U3,,CORRODED,BS 990 RBL 33,,,,,,,,,,,,,,,990,,,,,,,,,,33,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION AT AFT WET AREA FLOOR STRUCTURE UPPER SKIN STA 990 AND RIGHT BUTT LINE 33. REMOVED AND REPLACED FLOOR STRUCTURE UPPER SKIN
AALA202209295308,9/29/2022 0:00:00,9/29/2022 16:03:03,AALA,AALA,A,SW,23,A,5250,S,,,O,,,,NR,9,951NN,BOEING,737823,33327.0,25000.0,9892.0,,,,,,,,,,,,LATCH,,,LACK OF LUBE,AFT LAV DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: LEFT AFT LAVATORY LATCH IS VERY DIFFICULT TO UNLOCK. LUBRICATED LEFT AFT LAVATORY LATCH ASSEMBLY DOOR LATCH.
AALA202209291548,9/27/2022 0:00:00,9/29/2022 16:03:04,AALA,AALA,A,SW,23,A,2560,O,,,O,,,,NR,9,352PS,BOEING,737823,33256.0,13331.0,5710.0,,,,,,,,,,,,HOOK,65C1682011,,OUT OF ADJUST,L1 GIRT BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: 1L GIRT BAR LOOSE. ADJUSTED CLIP FOR GIRT BAR & REINSTALLED 1L SLIDE IN ACCORDANCE WITH AMM 25-66-00.
AALA202210030067,10/2/2022 0:00:00,10/3/2022 14:31:52,AALA,AALA,A,SW,23,A,5250,O,,,K,,,,IN,O,343RY,BOEING,737823,44467.0,5364.0,1995.0,,,,,,,,,,,,DOOR,1L4600383GC,,OUT OF ADJUST,LAVATORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: LAVATORY D DOOR DIFFICULT TO OPEN/CLOSE. ADJUSTED LAVATORY D DOOR.
AALA202210039737,9/30/2022 0:00:00,10/3/2022 14:31:52,AALA,AALA,A,SW,23,A,3350,O,,,K,,,,IN,V,954AN,BOEING,737823,30089.0,58329.0,24055.0,,,,,,,,,,,,LAMP,0L3071BPEGPL,,INOPERATIVE,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: AFT GALLEY CEILING CENTER EMERGENCY LIGHT HAS ONE BULB INOPERATIVE, RIGHT OF EXIT SIGN. REPLACED LAMP ON EMERGENCY EXIT SIGN (LIGHT SIDE) AT AFT GALLEY CEILING CENTER IN ACCORDANCE WITH 33-51-01-960-801."
AALA202211072167,11/4/2022 0:00:00,11/7/2022 14:32:19,AALA,AALA,A,SW,23,A,2210,F,,,O,,,,CR,O,980AN,BOEING,737823,33203.0,39849.0,16574.0,,,,,,,,,,,,AUTOPILOT SYS,,,FAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS GROUNDED: WITH PLANE IN TRIM SELECTED AUTO PILOT A ABRUPT / VIOLENT HARD ROLL TO THE RIGHT 30 DEGREES AUTOPILOT DISCONNECTED. HAND FLOWN FOR 5 MIN, RETRIMMED, SELECTED A AGAIN ANOTHER ABRUPT HARD ROLL TO RIGHT AUTOPILOT DISCONNECT. AIRCRAFT AIR INTERRUPTED BACK TO PHX. EMERGENCY WAS NOT REQUIRED. **SUPPLEMENTAL REPORT REQUIRED** (OPEN)"
AALA202211086554,10/28/2022 0:00:00,11/8/2022 12:24:04,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,858NN,BOEING,737823,30904.0,35858.0,14865.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,143A524036,,CRACKED,ZONE 200,,,,,,,,,,,,,,,540,,,,,,,,,,0,,24.0,R,,,1.0,1.0,,,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN THE INBOARD END OF PASSENGER CABIN FLOORBOARD SUPPORT LOCATED AT BS 540, FROM RBL 0 TO RBL 24. REPLACED FLOORBOARD SUPPORT PER AARD 51-00-05 AND DWG 143A5240."
AALA202211104966,11/9/2022 0:00:00,11/10/2022 11:04:28,AALA,AALA,A,SW,23,A,3350,O,,,K,,,,IN,V,200NV,BOEING,737823,33341.0,17218.0,7168.0,,,,,,,,,,,,FUSE,B21506,,BLOWN,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: SEAT EMERGENCY LIGHTING ROW 26 ABC AFT INOPERATIVE. REPLACED M1672 BATTERY PACK FUSE.
AALA202211108110,11/9/2022 0:00:00,11/10/2022 11:04:28,AALA,AALA,A,SW,23,A,5250,O,,,O,,,,NR,9,979NN,BOEING,737823,31228.0,21072.0,8731.0,,,,,,,,,,,,SCREW,,,LOOSE,LAVATORY DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: LEFT AFT LAVATORY DOOR DIFFICULT TO OPEN AND CLOSE. TIGHTENED BOTTOM DOOR TRIM SCREWS PER CMM 25-40-64. OPERATIONAL CHECK GOOD.
AALA202210055248,9/8/2022 0:00:00,10/5/2022 8:09:08,AALA,AALA,A,SW,23,A,5512,O,,,K,,,,IN,V,852NN,BOEING,737823,40581.0,36012.0,14913.0,,,,,,,,,,,BOEING,SKIN,,,CRACKED,HORIZONTAL STAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,STAB STA 147.90,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 147.90, 8 INCHES FROM FORWARD SPAR. REPAIRED SKIN PER SRM 55-10-01-2R-11."
AALA202211087048,11/7/2022 0:00:00,11/8/2022 8:47:44,AALA,AALA,A,SW,23,A,5250,O,,,O,,,,NR,9,825NN,BOEING,737823,31087.0,38379.0,15824.0,,,,,,,,,,,BOEING,HINGE,,,OUT OF ADJUST,ZONE 900 - LAV/G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: L4 LAVATORY BI FOLD DOOR DIFFICULT TO OPERATE. ADJUSTED LEFT HAND LAVATORY DOOR HINGE.
AALA202210042883,9/29/2022 0:00:00,10/4/2022 13:10:35,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,923AN,BOEING,737823,29524.0,65417.0,27103.0,,,,,,,,,,,BOEING,PLATE,111A24012,,CRACKED,ZONE 100 - FUSE,,,,,,,,,,,,,,,540,,,,,,,,,,54.60,L,,,,,2.0,1.0,,,"AIRCRAFT WAS GROUNDED: CRACK IN CENTER WING BOX FORWARD SPAR SHEAR FITTING LOCATED AT BS 540, LBL 54.60. REPLACED SHEAR FITTING PER EA 339148."
AALA202210056590,9/20/2022 0:00:00,10/5/2022 12:01:42,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,917AN,BOEING,737823,29518.0,61755.0,25279.0,,,,,,,,,,,BOEING,TRANSITION PANEL,146A8127U1,,CORRODED,BS 767-787,,,,,,,,,,,,,,,767,787,,,,,,,,,25,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT RIGHT HAND FLOOR TRANSITION PANEL LOCATED FROM BS 767 TO BS 787 AT RBL 25. REPLACED TRANSITION PANEL PER SRM 51-40-02-0G.
AALA202210053637,9/17/2022 0:00:00,10/5/2022 12:01:43,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,L,917AN,BOEING,737823,29518.0,61755.0,25279.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,,,CORRODED,BS 500C-500I,,,,,,,,,,,,,,,500G,500I,25,R,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT FLOOR SUPPORT STRUCTURE LOCATED BETWEEN BS 500C AND BS 500I AT S25R. REPLACED Z CHANNEL PLATE PER SRM 53-00-53-2R-5.
AALA202301031610,12/20/2022 0:00:00,1/3/2023 11:23:28,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,903AN,BOEING,737823,29505.0,62159.0,25512.0,,,,,,,,,,,BOEING,SUPPORT ANGLE,,,CRACKED,BS 727,,,,,,,,,,,,,,,727,,,,,,,,,,0,,,,,,2.0,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN AFT CARGO COMPARTMENT FORWARD BULKHEAD SUPPORT ANGLE LOCATED AT BS 727 AND BL 0. REPLACED ANGLE PER DWG BAC144A2600 AND SRM 51-40-02.
AALA202301031147,12/30/2022 0:00:00,1/3/2023 14:28:04,AALA,AALA,A,SW,23,A,2560,O,,,O,,,,NR,9,946NN,BOEING,737823,33234.0,26614.0,10522.0,,,,,,,,,,,,RETAINER,,,LOOSE,R1 GIRT BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: 1R DOOR GIRT BAR LOOSE IN THE CRADLE. ADJUSTED RETAINER CLIP PER AMM 25-66-00. ACCOMPLISHED SATISFACTORY OPERATIONAL CHECK.
AALA202211145541,11/8/2022 0:00:00,11/14/2022 14:01:44,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,901AN,BOEING,737823,29503.0,61486.0,25226.0,,,,,,,,,,,BOEING,TRANSITION PANEL,,,CORRODED,BS 500A-500H,,,,,,,,,,,,,,,500A,500H,,,,,,,,,16.5,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL LOCATED FROM BS 500A TO BS 500H AT RBL 16.5. REPLACED TRANSITION PANEL PER SRM 53-00-53-2R-5.
AALA202211233964,11/17/2022 0:00:00,11/23/2022 13:39:35,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,863NN,BOEING,737823,30903.0,35843.0,14868.0,,,,,,,,,,,BOEING,SHIELD,,,CORRODED,BS 500,,,,,,,,,,,,,,,500,,,,,,,,,,22,R,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT RIGHT HAND SHIELD LOCATED AT BS 500 PLUS 14 INCHES AND RBL 22. REPAIRED SHIELD PER SRM 51-10-02-OG.
AALA202211300452,11/24/2022 0:00:00,11/30/2022 10:52:16,AALA,AALA,A,SW,23,A,5340,O,,,K,,,,IN,V,942AN,BOEING,737823,30084.0,63556.0,26747.0,,,,,,,,,,,BOEING,FITTING,111A24012,,CRACKED,ZONE 100,,,,,,,,,,,,,,,540,,,,,,,,,,32.40,L,,,,,1.0,1.0,,,AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR SHEAR FITTING LOCATED AT BS 540 AND LBL 32.40. REPLACED SHEAR FITTING PER EA 340464.
AALA202211300658,11/13/2022 0:00:00,11/30/2022 14:30:51,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,861NN,BOEING,737823,31109.0,35345.0,14750.0,,,,,,,,,,,BOEING,TRANSITION PANEL,143A7501188,,CORRODED,BS500F-500D S25R,,,,,,,,,,,,,,,500F,500D,25,R,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO BAY RIGHT TRANSITION PANEL, BS 500F - 500D, S25R. REPLACED THE TRANSITION PANEL IAW AARD 51-00-05-1."
AALA202212010571,11/4/2022 0:00:00,12/1/2022 14:34:02,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,860NN,BOEING,737823,40583.0,35817.0,14993.0,,,,,,,,,,,BOEING,TRANSITION PANEL,,,CORRODED,BS 500-500I,,,,,,,,,,,,,,,500+14,500I,,,,,,,,,24,L,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON LEFT TRANSITION ANGLE LOCATED BETWEEN STA 500+14 TO 500I AND LEFT BUTT LINE 24. REMOVED AND REPLACED TRANSITION PANEL PER 51-40-02.
AALA202212064064,11/19/2022 0:00:00,12/6/2022 8:48:02,AALA,AALA,A,SW,23,A,5320,O,,,K,,,,IN,V,862NN,BOEING,737823,30905.0,36273.0,15108.0,,,,,,,,,,,BOEING,DOOR SILL,146A812325,,CORRODED,BS 780-847 RBL24,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT DOOR THRESHOLD WEB LOCATED FROM BS 790 TO BS 847 AT RBL 24. REPLACED THRESHOLD WEB PER SRM 53-60-15.
AALA202212122233,12/9/2022 0:00:00,12/12/2022 15:17:11,AALA,AALA,A,SW,23,A,5210,J,,,O,,,,NR,O,952AA,BOEING,737823,30088.0,59780.0,25104.0,,,,,,,,,,,,DOOR,,,OUT OF RIG,MAIN PAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS GROUNDED: FORWARD ENTRY DOOR LIGHT ILLUMINATED AFTER LANDING. L1 DOOR WAS RIGGED AND ADJUSTED.
AALA202212211934,12/19/2022 0:00:00,12/21/2022 10:16:00,AALA,AALA,A,SW,23,A,5512,O,,,K,,,,IN,V,864NN,BOEING,7378,31111.0,35671.0,14833.0,,,,,,,,,,,BOEING,SKIN,,,CRACKED,ZONE 300 - STABS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,STAB STA 101.90,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN RIGHT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 101.90, 9 INCHES FROM AFT SPAR. REPAIRED SKIN PER SRM 55-10-01-2R-11."
AALA202212148253,12/13/2022 0:00:00,12/14/2022 10:41:50,AALA,AALA,A,SW,23,A,2560,O,,,O,,,,NR,9,305NX,BOEING,737823,31253.0,17316.0,7333.0,,,,,,,,,,,,RETAINER,,,OUT OF ADJUST,R1 GIRT BAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: DOOR 1R GIRT BAR DIFFICULT TO ARM AND DISARM. ADJUSTED R1 GIRT BAR DISARM HOLD RETAINER CLIPS.
